3051 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
36199 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Macbeth]
36199 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Project]
36199 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [project]
36200 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Gutenberg]
36200 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [gutenberg]
36200 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [s]
36200 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Etext]
36200 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [etext]
36200 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [of]
36201 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Shakespeare]
36201 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [shakespeare]
36201 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [s]
36201 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [The]
36201 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Tragedie]
36201 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [tragedie]
36202 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [of]
36202 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Macbeth]
36202 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [macbeth]
36203 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [project]
36203 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [project, 35]
36203 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [gutenberg]
36203 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [gutenberg, 21]
36203 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [etext]
36203 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [etext, 33]
36203 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [shakespeare]
36203 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [shakespeare, 4]
36204 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [tragedie]
36204 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [tragedie, 4]
36204 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [macbeth]
36204 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [macbeth, 4]
36297 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
36297 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
36297 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
36298 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
36298 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
36298 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
36298 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 115]
36397 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
36397 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
36397 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
36398 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
36398 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
36398 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
36398 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 116]
36498 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
36498 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
36498 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
36499 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
36499 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
36499 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
36499 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 117]
36598 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
36598 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
36598 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
36598 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
36599 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
36599 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
36599 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 118]
36698 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
36698 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
36698 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
36698 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
36698 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
36698 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
36698 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 119]
36798 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [Executive Director's Notes:]
36798 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [Executive Director's Notes:]
36798 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Executive]
36798 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Director]
36798 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [s]
36798 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Executive]
36798 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Notes]
36798 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [executive]
36799 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Director]
36799 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [director]
36799 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [executive]
36799 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [s]
36799 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [executive, 2]
36799 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Notes]
36799 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [notes]
36799 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [director]
36799 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [director, 2]
36799 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [notes]
36799 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [notes, 1]
36898 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
36898 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
36898 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
36899 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
36899 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
36899 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
36900 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 120]
36998 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [In addition to the notes below, and so you will *NOT* think all]
36998 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [In addition to the notes below, and so you will *NOT* think all]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [In]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [addition]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [to]
36999 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [In]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [the]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [notes]
36999 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [addition]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [below]
36999 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [addition]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [and]
36999 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [to]
36999 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [so]
37000 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [addition]
37000 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [you]
37000 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [addition, 2]
37000 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [will]
37000 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [the]
37000 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [NOT]
37000 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [think]
37000 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [all]
37000 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [notes]
37000 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [notes]
37001 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [notes]
37001 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [notes, 2]
37001 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [below]
37001 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [below]
37001 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [and]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [so]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [you]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [will]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [NOT]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [think]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [think]
37002 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [all]
37002 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [below]
37003 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [below, 4]
37003 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [think]
37003 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [think, 2]
37098 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [the spelling errors introduced by the printers of the time have]
37098 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [the spelling errors introduced by the printers of the time have]
37098 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [the]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [spelling]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [errors]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [introduced]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [by]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [the]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [printers]
37099 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [of]
37100 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [the]
37100 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [the]
37101 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [time]
37101 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [have]
37100 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [spelling]
37101 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [spelling]
37101 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [errors]
37101 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [spelling]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [errors]
37102 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [spelling, 1]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [introduced]
37102 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [errors]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [introduced]
37102 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [errors, 2]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [by]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [the]
37102 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [introduced]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [printers]
37102 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [introduced, 1]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [printers]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [of]
37102 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [printers]
37102 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [the]
37103 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [printers, 1]
37103 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [time]
37103 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [time]
37103 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [time]
37103 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [time, 6]
37103 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [have]
37204 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [been corrected, here are the first few lines of Hamlet, as they]
37205 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [been corrected, here are the first few lines of Hamlet, as they]
37205 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [been]
37205 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [corrected]
37205 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [here]
37205 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [are]
37205 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [the]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [first]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [few]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [lines]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [of]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Hamlet]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [as]
37206 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [they]
37207 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [been]
37207 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [been]
37207 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [corrected]
37207 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [corrected]
37207 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [here]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [here]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [are]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [the]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [first]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [first]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [few]
37208 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [few]
37209 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [lines]
37209 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [lines]
37209 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [of]
37209 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Hamlet]
37209 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [hamlet]
37210 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [as]
37210 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [they]
37212 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [been]
37212 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [been, 1]
37212 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [corrected]
37213 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [corrected, 1]
37213 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [here]
37213 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [here, 3]
37213 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [first]
37213 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [first, 5]
37213 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [few]
37214 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [few, 2]
37214 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [lines]
37214 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [lines, 1]
37214 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [hamlet]
37214 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [hamlet, 1]
37304 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [are presented herein:]
37304 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [are presented herein:]
37304 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [are]
37304 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [presented]
37304 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [herein]
37304 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [are]
37304 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [presented]
37305 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [presented]
37305 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [herein]
37305 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [presented]
37305 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [herein]
37305 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [presented, 1]
37305 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [herein]
37305 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [herein, 1]
37404 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default []
37404 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, []
37404 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
37405 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
37405 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
37405 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
37405 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 121]
37504 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [  Barnardo. Who's there?]
37504 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [  Barnardo. Who's there?]
37505 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
37505 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Barnardo]
37505 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Who]
37505 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [s]
37505 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [there]
37506 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
37506 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
37506 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Barnardo]
37506 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [barnardo]
37507 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Who]
37507 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [who]
37507 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [s]
37507 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [there]
37507 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [there]
37507 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, []
37507 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [, 122]
37508 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [barnardo]
37508 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [barnardo, 1]
37508 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [who]
37508 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [who, 2]
37508 [Thread-9-count] INFO  backtype.storm.daemon.executor - Processing received message source: normalize:3, stream: default, id: {}, [there]
37508 [Thread-9-count] INFO  backtype.storm.daemon.task - Emitting: count default [there, 2]
37604 [Thread-15-spout] INFO  backtype.storm.daemon.executor - Processing received message source: __system:-1, stream: __tick, id: {}, [30]
37605 [Thread-15-spout] INFO  backtype.storm.daemon.task - Emitting: spout default [  Fran. Nay answer me: Stand & vnfold]
37605 [Thread-13-split] INFO  backtype.storm.daemon.executor - Processing received message source: spout:5, stream: default, id: {}, [  Fran. Nay answer me: Stand & vnfold]
37605 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default []
37605 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Fran]
37605 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Nay]
37606 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [answer]
37606 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [me]
37606 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [Stand]
37606 [Thread-13-split] INFO  backtype.storm.daemon.task - Emitting: split default [vnfold]
37605 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, []
37606 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default []
37606 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Fran]
37606 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [fran]
37607 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [Nay]
37607 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [nay]
37607 [Thread-11-normalize] INFO  backtype.storm.daemon.executor - Processing received message source: split:4, stream: default, id: {}, [answer]
37607 [Thread-11-normalize] INFO  backtype.storm.daemon.task - Emitting: normalize default [answer]
