3051 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
3058 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:os.version=6.1
3058 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.name=yorik
3058 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.home=C:\Users\yorik
3058 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.dir=C:\projects\machinelearning\cloudapp-mp3-master
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:host.name=yorik-nb
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.version=1.7.0_21
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.vendor=Oracle Corporation
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.home=C:\Program Files (x86)\Java\jdk1.7.0_21\jre
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.class.path=C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\charsets.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\deploy.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\javaws.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\jce.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\jfr.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\jfxrt.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\jsse.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\management-agent.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\plugin.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\resources.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\rt.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\access-bridge-32.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\dnsns.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\jaccess.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\localedata.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\sunec.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\sunjce_provider.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\sunmscapi.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\sunpkcs11.jar;C:\Program Files (x86)\Java\jdk1.7.0_21\jre\lib\ext\zipfs.jar;C:\projects\machinelearning\cloudapp-mp3-master\target\classes;C:\apache-storm-0.9.5\lib\asm-4.0.jar;C:\apache-storm-0.9.5\lib\carbonite-1.4.0.jar;C:\apache-storm-0.9.5\lib\chill-java-0.3.5.jar;C:\apache-storm-0.9.5\lib\clj-stacktrace-0.2.2.jar;C:\apache-storm-0.9.5\lib\clj-time-0.4.1.jar;C:\apache-storm-0.9.5\lib\clojure-1.5.1.jar;C:\apache-storm-0.9.5\lib\clout-1.0.1.jar;C:\apache-storm-0.9.5\lib\commons-codec-1.6.jar;C:\apache-storm-0.9.5\lib\commons-exec-1.1.jar;C:\apache-storm-0.9.5\lib\commons-fileupload-1.2.1.jar;C:\apache-storm-0.9.5\lib\commons-io-2.4.jar;C:\apache-storm-0.9.5\lib\commons-lang-2.5.jar;C:\apache-storm-0.9.5\lib\commons-logging-1.1.3.jar;C:\apache-storm-0.9.5\lib\compojure-1.1.3.jar;C:\apache-storm-0.9.5\lib\core.incubator-0.1.0.jar;C:\apache-storm-0.9.5\lib\disruptor-2.10.1.jar;C:\apache-storm-0.9.5\lib\hiccup-0.3.6.jar;C:\apache-storm-0.9.5\lib\jetty-6.1.26.jar;C:\apache-storm-0.9.5\lib\jetty-util-6.1.26.jar;C:\apache-storm-0.9.5\lib\jgrapht-core-0.9.0.jar;C:\apache-storm-0.9.5\lib\jline-2.11.jar;C:\apache-storm-0.9.5\lib\joda-time-2.0.jar;C:\apache-storm-0.9.5\lib\json-simple-1.1.jar;C:\apache-storm-0.9.5\lib\kryo-2.21.jar;C:\apache-storm-0.9.5\lib\log4j-over-slf4j-1.6.6.jar;C:\apache-storm-0.9.5\lib\logback-classic-1.0.13.jar;C:\apache-storm-0.9.5\lib\logback-core-1.0.13.jar;C:\apache-storm-0.9.5\lib\math.numeric-tower-0.0.1.jar;C:\apache-storm-0.9.5\lib\minlog-1.2.jar;C:\apache-storm-0.9.5\lib\objenesis-1.2.jar;C:\apache-storm-0.9.5\lib\reflectasm-1.07-shaded.jar;C:\apache-storm-0.9.5\lib\ring-core-1.1.5.jar;C:\apache-storm-0.9.5\lib\ring-devel-0.3.11.jar;C:\apache-storm-0.9.5\lib\ring-jetty-adapter-0.3.11.jar;C:\apache-storm-0.9.5\lib\ring-servlet-0.3.11.jar;C:\apache-storm-0.9.5\lib\servlet-api-2.5.jar;C:\apache-storm-0.9.5\lib\slf4j-api-1.7.5.jar;C:\apache-storm-0.9.5\lib\snakeyaml-1.11.jar;C:\apache-storm-0.9.5\lib\storm-core-0.9.5.jar;C:\apache-storm-0.9.5\lib\tools.cli-0.2.4.jar;C:\apache-storm-0.9.5\lib\tools.logging-0.2.3.jar;C:\apache-storm-0.9.5\lib\tools.macro-0.1.0.jar;C:\Program Files (x86)\JetBrains\IntelliJ IDEA 12.0\lib\idea_rt.jar
3076 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.library.path=C:\Program Files (x86)\Java\jdk1.7.0_21\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\JetBrains\IntelliJ IDEA 12.0\bin\..\.\bin;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Oracle\Java\javapath;C:\Ruby193\bin;C:\Program Files (x86)\PHP\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Git\cmd;C:\maven\bin;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files\Microsoft SQL Server\110\Tools\Binn\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\MATLAB\MATLAB Production Server\R2015a\runtime\win64;C:\Program Files\MATLAB\MATLAB Production Server\R2015a\bin;C:\Program Files\MATLAB\MATLAB Production Server\R2015a\polyspace\bin;C:\hadoop\bin;C:\Program Files\Microsoft Windows Performance Toolkit\;C:\cygwin64\bin;C:\apache-storm-0.9.5\bin;c:\program files (x86)\jetbrains\intellij idea 12.0\jre\jre\bin;.
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.io.tmpdir=C:\Users\yorik\AppData\Local\Temp\
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.compiler=<NA>
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.name=Windows 7
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.arch=x86
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.version=6.1
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.name=yorik
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.home=C:\Users\yorik
3080 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.dir=C:\projects\machinelearning\cloudapp-mp3-master
3858 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir C:\Users\yorik\AppData\Local\Temp\4922adef-a816-492a-ac0a-448ad7370978\version-2 snapdir C:\Users\yorik\AppData\Local\Temp\4922adef-a816-492a-ac0a-448ad7370978\version-2
3863 [main] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - binding to port 0.0.0.0/0.0.0.0:2000
3866 [main] INFO  backtype.storm.zookeeper - Starting inprocess zookeeper at port 2000 and dir C:\Users\yorik\AppData\Local\Temp\4922adef-a816-492a-ac0a-448ad7370978
4028 [main] INFO  backtype.storm.daemon.nimbus - Starting Nimbus with conf {"dev.zookeeper.path" "/tmp/dev-storm-zookeeper", "topology.tick.tuple.freq.secs" nil, "topology.builtin.metrics.bucket.size.secs" 60, "topology.fall.back.on.java.serialization" true, "topology.max.error.report.per.interval" 5, "zmq.linger.millis" 0, "topology.skip.missing.kryo.registrations" true, "storm.messaging.netty.client_worker_threads" 1, "ui.childopts" "-Xmx768m", "storm.zookeeper.session.timeout" 20000, "nimbus.reassign" true, "topology.trident.batch.emit.interval.millis" 50, "storm.messaging.netty.flush.check.interval.ms" 10, "nimbus.monitor.freq.secs" 10, "logviewer.childopts" "-Xmx128m", "java.library.path" "/usr/local/lib:/opt/local/lib:/usr/lib", "topology.executor.send.buffer.size" 1024, "storm.local.dir" "C:\\Users\\yorik\\AppData\\Local\\Temp\\16b8632b-667d-4e4d-891a-e8216dc0e4fa", "storm.messaging.netty.buffer_size" 5242880, "supervisor.worker.start.timeout.secs" 120, "topology.enable.message.timeouts" true, "nimbus.cleanup.inbox.freq.secs" 600, "nimbus.inbox.jar.expiration.secs" 3600, "drpc.worker.threads" 64, "storm.meta.serialization.delegate" "backtype.storm.serialization.DefaultSerializationDelegate", "topology.worker.shared.thread.pool.size" 4, "nimbus.host" "localhost", "storm.messaging.netty.min_wait_ms" 100, "storm.zookeeper.port" 2000, "transactional.zookeeper.port" nil, "topology.executor.receive.buffer.size" 1024, "transactional.zookeeper.servers" nil, "storm.zookeeper.root" "/storm", "storm.zookeeper.retry.intervalceiling.millis" 30000, "supervisor.enable" true, "storm.messaging.netty.server_worker_threads" 1, "storm.zookeeper.servers" ["localhost"], "transactional.zookeeper.root" "/transactional", "topology.acker.executors" nil, "topology.transfer.buffer.size" 1024, "topology.worker.childopts" nil, "drpc.queue.size" 128, "worker.childopts" "-Xmx768m", "supervisor.heartbeat.frequency.secs" 5, "topology.error.throttle.interval.secs" 10, "zmq.hwm" 0, "drpc.port" 3772, "supervisor.monitor.frequency.secs" 3, "drpc.childopts" "-Xmx768m", "topology.receiver.buffer.size" 8, "task.heartbeat.frequency.secs" 3, "topology.tasks" nil, "storm.messaging.netty.max_retries" 300, "topology.spout.wait.strategy" "backtype.storm.spout.SleepSpoutWaitStrategy", "nimbus.thrift.max_buffer_size" 1048576, "topology.max.spout.pending" nil, "storm.zookeeper.retry.interval" 1000, "topology.sleep.spout.wait.strategy.time.ms" 1, "nimbus.topology.validator" "backtype.storm.nimbus.DefaultTopologyValidator", "supervisor.slots.ports" [6700 6701 6702 6703], "topology.environment" nil, "topology.debug" false, "nimbus.task.launch.secs" 120, "nimbus.supervisor.timeout.secs" 60, "topology.message.timeout.secs" 30, "task.refresh.poll.secs" 10, "topology.workers" 1, "supervisor.childopts" "-Xmx256m", "nimbus.thrift.port" 6627, "topology.stats.sample.rate" 0.05, "worker.heartbeat.frequency.secs" 1, "topology.tuple.serializer" "backtype.storm.serialization.types.ListDelegateSerializer", "topology.disruptor.wait.strategy" "com.lmax.disruptor.BlockingWaitStrategy", "topology.multilang.serializer" "backtype.storm.multilang.JsonSerializer", "nimbus.task.timeout.secs" 30, "storm.zookeeper.connection.timeout" 15000, "topology.kryo.factory" "backtype.storm.serialization.DefaultKryoFactory", "drpc.invocations.port" 3773, "logviewer.port" 8000, "zmq.threads" 1, "storm.zookeeper.retry.times" 5, "topology.worker.receiver.thread.count" 1, "storm.thrift.transport" "backtype.storm.security.auth.SimpleTransportPlugin", "topology.state.synchronization.timeout.secs" 60, "supervisor.worker.timeout.secs" 30, "nimbus.file.copy.expiration.secs" 600, "storm.messaging.transport" "backtype.storm.messaging.netty.Context", "logviewer.appender.name" "A1", "storm.messaging.netty.max_wait_ms" 1000, "drpc.request.timeout.secs" 600, "storm.local.mode.zmq" false, "ui.port" 8080, "nimbus.childopts" "-Xmx1024m", "storm.cluster.mode" "local", "topology.max.task.parallelism" nil, "storm.messaging.netty.transfer.batch.size" 262144, "topology.classpath" nil}
4118 [main] INFO  backtype.storm.daemon.nimbus - Using default scheduler
4133 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4229 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4233 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@1e56fd1
4257 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
4258 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /0:0:0:0:0:0:0:1:4038
4261 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000, initiating session
4269 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /0:0:0:0:0:0:0:1:4038
4272 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.persistence.FileTxnLog - Creating new log file: log.1
4286 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000, sessionid = 0x14fe6da81190000, negotiated timeout = 20000
4288 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14fe6da81190000 with negotiated timeout 20000 for client /0:0:0:0:0:0:0:1:4038
4291 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4294 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
4350 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x14fe6da81190000
4351 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x14fe6da81190000 closed
4353 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
4353 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4354 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4354 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@132397e
4359 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] WARN  org.apache.storm.zookeeper.server.NIOServerCnxn - caught end of stream exception
org.apache.storm.zookeeper.server.ServerCnxn$EndOfStreamException: Unable to read additional data from client sessionid 0x14fe6da81190000, likely client has closed socket
	at org.apache.storm.zookeeper.server.NIOServerCnxn.doIO(NIOServerCnxn.java:228) ~[storm-core-0.9.5.jar:0.9.5]
	at org.apache.storm.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:208) [storm-core-0.9.5.jar:0.9.5]
	at java.lang.Thread.run(Thread.java:722) [na:1.7.0_21]
4365 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /0:0:0:0:0:0:0:1:4038 which had sessionid 0x14fe6da81190000
4366 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
4366 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000, initiating session
4366 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /0:0:0:0:0:0:0:1:4041
4366 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /0:0:0:0:0:0:0:1:4041
4370 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14fe6da81190001 with negotiated timeout 20000 for client /0:0:0:0:0:0:0:1:4041
4370 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000, sessionid = 0x14fe6da81190001, negotiated timeout = 20000
4370 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4432 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4432 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4432 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@13975f9
4436 [main-SendThread(validation.sls.microsoft.com:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server validation.sls.microsoft.com/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
4436 [main-SendThread(validation.sls.microsoft.com:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to validation.sls.microsoft.com/127.0.0.1:2000, initiating session
4436 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:4044
4436 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:4044
4438 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14fe6da81190002 with negotiated timeout 20000 for client /127.0.0.1:4044
4438 [main-SendThread(validation.sls.microsoft.com:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server validation.sls.microsoft.com/127.0.0.1:2000, sessionid = 0x14fe6da81190002, negotiated timeout = 20000
4438 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4439 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
4442 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x14fe6da81190002
4443 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x14fe6da81190002 closed
4444 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4444 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
4444 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4446 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:4044 which had sessionid 0x14fe6da81190002
4446 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@117621f
4448 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4448 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4449 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@4e8af9
4449 [main-SendThread(0:0:0:0:0:0:0:1:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server 0:0:0:0:0:0:0:1/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
